-2.563406622661217682e+01,-6.225491438469354932e+01,-2.617386783680608886e+01
-2.914667265508948546e+01,-6.372004994354927021e+01,-2.733121815320005865e+01
-2.687412481880828352e+01,-6.315040872227554303e+01,-2.789367853713343592e+01
-3.003355238290103912e+01,-6.562775446263700019e+01,-2.901300436999364152e+01
-2.740907158825340417e+01,-6.326177117312955289e+01,-2.863011212714435771e+01
-3.009313179043595099e+01,-6.412448782978400175e+01,-2.998460005117494376e+01
-2.777132756907659328e+01,-6.442451131625540484e+01,-2.907115412338012206e+01
-3.011444962231058398e+01,-6.614430536269675542e+01,-3.077609287157086726e+01
-2.811014825188001964e+01,-6.521551092458088306e+01,-2.992869993101049175e+01
-3.012456917117290800e+01,-6.411703874386860491e+01,-3.156924620819557958e+01
-2.831732055210965271e+01,-6.646154110106088808e+01,-3.074995865473266221e+01
-3.013003782437507283e+01,-6.489740739033224770e+01,-3.262669356746025784e+01
-2.850094395202270192e+01,-6.562775446263700019e+01,-3.188656477083162599e+01
-3.013336532360129638e+01,-6.446572086720031791e+01,-3.468722328020870549e+01
-2.866600805098292071e+01,-6.820739910499800374e+01,-3.337753648936106998e+01
-3.013552672901297669e+01,-6.562775446263700019e+01,-3.278207222215248606e+01
-2.881653110240187132e+01,-6.607185694062926018e+01,-3.191043230654735297e+01
-3.013697593725356683e+01,-6.546283328828674541e+01,-3.232360618935409491e+01
-2.895555704256871721e+01,-6.562775446263700019e+01,-3.151096297303799076e+01
-3.013808435263948837e+01,-6.562775446263700019e+01,-3.209078275917534029e+01
-2.908538670573643259e+01,-6.447984360846753304e+01,-3.131489085038321818e+01
-3.013882725893749281e+01,-6.562775446263700019e+01,-3.194690991650698209e+01
-2.920780196963621478e+01,-6.548660055787564716e+01,-3.120233197999882080e+01
-3.013945236403234773e+01,-6.460063761732651244e+01,-3.185006451894899726e+01
-2.935474885254135202e+01,-6.410474559810346307e+01,-3.278283972519777478e+01
-3.013991396830449787e+01,-6.447984360846753304e+01,-3.178088246527650895e+01
-2.946240788709887681e+01,-6.548660055787564716e+01,-3.478689795646747740e+01
-3.014028270047148439e+01,-6.562775446263700019e+01,-3.172938492057670601e+01
-2.956688997231545457e+01,-6.532129947529257663e+01,-3.277316169535113488e+01
-3.014057929747542985e+01,-6.607185694062926018e+01,-3.168956457171646690e+01
-2.966878391587908226e+01,-6.820739910499800374e+01,-3.225494276312298325e+01
-3.014082906826921260e+01,-6.532129947529257663e+01,-3.165815520104650105e+01
-2.976860588061735413e+01,-6.646154110106088808e+01,-3.197625292887093451e+01
-3.014103098118510360e+01,-6.689077201334860945e+01,-3.163288508739486105e+01
-2.986689017158842319e+01,-6.689077201334860945e+01,-3.179860410602982057e+01
-3.014120133323642392e+01,-6.582535229699992385e+01,-3.161214443346749547e+01
-2.996405777170663853e+01,-6.532129947529257663e+01,-3.167465610813501442e+01
-3.014134056954687324e+01,-6.473805363056038686e+01,-3.159498710717894809e+01
-3.006055801425927498e+01,-6.532129947529257663e+01,-3.158388281291648170e+01
-3.014142787954352087e+01,-6.532129947529257663e+01,-3.158006499175883874e+01
-3.018339780413529638e+01,-6.508705904201120518e+01,-3.256459016783517768e+01
-3.014156855475686214e+01,-6.582535229699992385e+01,-3.156827134552399627e+01
-3.027840664304494567e+01,-6.689077201334860945e+01,-3.228128972093050209e+01
-3.014166262150471098e+01,-6.789594566258874409e+01,-3.155778203492453571e+01
-3.037428738031882247e+01,-6.562775446263700019e+01,-3.209093773531697735e+01
-3.014174266306330452e+01,-6.489740739033224770e+01,-3.154868400588897615e+01
-3.047146593335633469e+01,-6.585968455344794847e+01,-3.195274353683926094e+01
-3.014181342629404625e+01,-6.607185694062926018e+01,-3.154077131428015335e+01
-3.057040410279061504e+01,-6.820739910499800374e+01,-3.184756992099551809e+01
-3.014190083764136929e+01,-6.689077201334860945e+01,-3.153442551251928450e+01
-3.067162924386029843e+01,-6.562775446263700019e+01,-3.176495310165810437e+01
-3.014193230047864702e+01,-6.646154110106088808e+01,-3.152777671660573588e+01
-3.077573472350660566e+01,-6.607185694062926018e+01,-3.169844313137440750e+01
-3.056378603747822353e+01,-6.498774396934742015e+01,-3.240842352018805173e+01
-3.091563656437244845e+01,-6.689077201334860945e+01,-3.217382192223856663e+01
-3.075480980393540165e+01,-6.607185694062926018e+01,-3.163144403657875969e+01
-3.102771368754730474e+01,-6.789594566258874409e+01,-3.205374021775261895e+01
-3.094601226896644519e+01,-6.508705904201120518e+01,-3.124847779133198600e+01
-3.114549557338692409e+01,-6.639972943616380974e+01,-3.195843809704692973e+01
-3.113539823431293740e+01,-6.820739910499800374e+01,-3.100508032098597511e+01
